Beer,Username,Location,Rating,Review,Date
Imperial German Chocolate Cupcake Stout,,New Hampshire,4.42/5,"From a 32oz crowler, filled at the brewery 06/03/23. Served in a tulip.

Pours a thick-and-viscous appearing motor oil black. A scant quarter-finger of coffee-colored suds lasts a half-minute or so, leaving a soft, creamy collar and a barely rousable oily, sugary film of super-slippery lacing.

Nose is roasty-malty, nutty and mildly sweet. Aromas of fudge and dark roast coffee. Some nuttiness and woody, husky coconut as it warms.

Taste is fudgy-sweet - but much less sweetness than anticipated. Tasting brown sugar chocolate vanilla fudge, molasses-sweetened coffee and - more prominently and notably as the beer warms - an earthy, woody nuttiness, ground bitter walnut, thick and heavy perfumy vanilla and husky coconut. Nice! Alcohol is hardly noticeable.

Feel is smooth and viscous, dense but less thick and heavy than it appeared going into the glass! with super-fine, prickly carbonation making it feel a little lighter than it might otherwise. I want to say that it feels ‘sugary,’ like sugar water but that’s totally hallucinatory - it tastes like it should feel sugary but it does not. Abv is hardly evident.

Overall, outstanding! I like to buy these sweet and sticky pastry stouts mainly so that I can complain about them and leave bad reviews but this was so damn good that I was wishing I hadn’t offered to share it with Boy and Spouse. Mammosilenus, who never likes stouts, stole several ounces of this and then came back looking for more and had to be beaten back.","Jun 10, 2023"
Imperial German Chocolate Cupcake Stout,,Florida,4.53/5,"Such an awesome beer! Like most of Angry Chair's stouts, this thing coated the glass with sugar, making it difficult to hold without developing sticky fingers. This is offset completely by the delicious, deep chocolate nose and palette, with boozy sweetness grabbing hold and a light aftertaste of vanilla.","Apr 09, 2023"
Imperial German Chocolate Cupcake Stout,,Pennsylvania,4.19/5,"Dark black, little to no head. Imperial German Chocolate Cupcake Stout is super sweet, and not my favorite kind of stout. This needs the barrel. It's tasty - I split this 4 ways, so still got about 6oz, and it was probably 3oz too many. Total dessert stout. Good for what what it is - not for me.","Feb 01, 2023"
Imperial German Chocolate Cupcake Stout,,Minnesota,4.5/5,Sampled 11/8/2019 while in line at Toppling Goliath. Chocolate greatness.,"Oct 23, 2022"
Imperial German Chocolate Cupcake Stout,,Minnesota,3.55/5,"Big 750ML bottle that’ll make quite a crash in the recycling bin. Split with my wife. Because I’ve had my sugar quota for the week. 

Lab black, little to no head. Smell like an Oompa Loompa is holding my face inches from a small pond of chocolate. Overwhelming. 

Imperial German Chocolate Cupcake Stout is sweeter than my Grandma (no, not really, nothing sweeter than Gen! Plus, she made killer buns). Wow. The cocoa. And this from a confirmed chocolate addict. All the chocolates. Vanilla shows after a good spell of warming along with a smidge of coconut. No toast. Nothing to offset the ridiculous sweetness. Full, big, but a small sample of this would have left me content. 75 minutes in & not half done. 

The barrel aged version was superior: the bourbon & oak seem to have cut the overwhelming sense of being trapped in a silo of raw sugar. Good but would be much better in small quantities.","Dec 15, 2021"
Imperial German Chocolate Cupcake Stout,,Texas,4.9/5,"Review #63, chocolate cake delight","Aug 20, 2021"
Imperial German Chocolate Cupcake Stout,,Illinois,4.28/5,"It’s good. A little thinner than I’d like tbh. However, the cake flavor is there. It’s a tasty beer, just wish it was more full bodied.","Mar 21, 2021"
Imperial German Chocolate Cupcake Stout,,Florida,4.72/5,I’m not sure if there is a better stout out there. Dark Chocolate Hershey Kiss taste. Perfect carbonation and thickness with a great mouthfeel. The color is robust and the finish is amazing.,"Mar 03, 2021"
Imperial German Chocolate Cupcake Stout,,Ohio,4.08/5,Man just too thick and syrupy for my taste. Felt like I had to take insulin after drinking this. No way could I do more than 4-5 ounces. Lots of chocolate with some spices,"Jan 16, 2021"
Imperial German Chocolate Cupcake Stout,,Texas,4.47/5,"2019 b2. Thick, heavy pour. Negligible head and carbonation. Blast of Umami on the nose and when drinking. Very sweet, and not as much coconut as I’d like but that’s being picky.","Jan 12, 2020"
Imperial German Chocolate Cupcake Stout,,New York,4.03/5,"poured into a taster glass via draft at Other Half's Pastry Town (3/16/2019)

color is motor oil black with tan foam

smell is baker's chocolate and caramel

taste is chocolate mixed in with subtle metallic..uggh

low carbonation

mouthfeel is full and sticky

not sure if this was a bad batch or what..but the metallic taste overpowered everything and left a bad taste in my mouth (obviously)
I'd hope to try this again soon","Oct 31, 2019"
Imperial German Chocolate Cupcake Stout,,Georgia,4.75/5,"Wakefest 2019; well balanced, deserves the ranking!","Oct 17, 2019"
Imperial German Chocolate Cupcake Stout,,Florida,4.2/5,"Poured a black body with dark tan head that quickly died with minimal lace ring. Smell is basically chocolate and that's not a bad thing. Smooth, creamy, tastes like chocolate icing off the top of a cupcake with a milky slickness as well. ABV is well-hidden in this slightly bready/chewy beer that is basically heaven for anyone with a sweet tooth, but not cloying and enjoyable for anyone who just likes a good sweet stout.","Aug 30, 2019"
Imperial German Chocolate Cupcake Stout,,Washington,4.57/5,"L - pours a used motor oil color. Looks viscous. Beautiful 2 fingure dark tan head that gives way to some tan lacing. 
S - I think this is the weakest part of the beer and it is still great! Milk, roasted malts and bakers chocolate, sweetness (coconut) 
T - while this smells, and tastes like a dessert stout, it is not overly sweet and. First to hit my tounge is light sweet coconut and vanilla, quickly followed by bakers chocolate and dark malts. There a good milk flavor. The lingering flavor is sweet vanilla. 
F - what you expect from a 10.5% lactose stout. Viscous, think, rich, coats the tounge very well. Not cloying. 
O - this is great! I love that the adjuncts do not over power the base beer and they all complement each other very well.","Feb 25, 2019"
Imperial German Chocolate Cupcake Stout,,California,4.99/5,"This one honestly elevates above stout and is in a class of its own. I realize there are adjuncts to this one..,, but they blend so well it tastes more like all the flavors are natural malt and yeast derived. 
I’ve probably had 2,000 different stouts, and this one makes my Mount Rushmore.","Feb 23, 2019"
Imperial German Chocolate Cupcake Stout,,Tennessee,4.71/5,"This...is...terrific...

Plain and simple... 

Nailed the aromas and flavors of a big fudgy German chocolate cake... lots of coconut and dark chocolate... very very tasty...

No booze...

World class","Feb 09, 2019"
Imperial German Chocolate Cupcake Stout,,Virginia,4.21/5,"2019 vintage. Released a week or two ago.  A: Pours jet black with a cap of medium brown, espresso-like head. Recedes quickly to a razor-thin ring. Average retention and a few streaks and dots of lacing.

S: Loads of toasted coconut, an undertone of vanilla extract, nuts, a bit of dark chocolate and roast. The coconut dominates the aroma almost to the exclusion of anything else.

T: Again, just loads of toasted coconut with a bit of dark chocolate bar, vanilla, and light roast through the finish. Extremely sweet, though the sweetness works well enough with the flavors (even if it’s a bit much).

M: Full bodied, super velvety, with light carbonation. Touch of alcohol heat. Pretty exceptional body to this.

 O: Solid coconut-forward pastry stout, though extreme sweetness makes drinking more than ~4oz difficult. A little age might soften the overwhelming coconut aspect.","Feb 06, 2019"
Imperial German Chocolate Cupcake Stout,,Indiana,4.49/5,"Appearance - The beer poured a big black inky black color with a deep mocha head. 

Smell - The beer has a tremendous boozy chocolate nose. Far from hot, the alcohol lets you know it’s there. 

Taste - My first thought was alcoholic milk chocolate. As things progressed, vanilla and coconut were noticeable. The coconut paired well with the coconut, keeping a sense of balance. The chocolate is lightly warming in the aftertaste. 

Mouthfeel - Little bubbles in the carbonation made the beer silky smooth. There was tremendous body with this beer. 

Overall - It is not my favorite AC, but it is still very tasty.","Feb 02, 2019"
Imperial German Chocolate Cupcake Stout,,Massachusetts,4.56/5,"07/2017 - dig the coconut, chocolate, lactose, vanilla aromas, flavors; incredible mouthfeel, per usual from AC; a bit sweet, but hey, it's quite yum!","Jan 02, 2019"
Imperial German Chocolate Cupcake Stout,,Netherlands,3.94/5,"Got this one from rutger this past summer. Cheers! 

From a 750ml bottle into a snifter
Batch 1: 2018
ABV: 10.5% edition

APPEARANCE: Clear black pour yields a 2+ finger, fizzy looking, noisy tan head with lousy retention. Head fizzes down to a decent foam cap and then eventually to a wisp. Black body with minimal carbonation evident. A ring remains leaving falling lace down the glass as it empties. 

SMELL: Milk chocolate, vanilla cream and cake icing, chocolate chip cookies with roasted malts as well. Nice nose. 

TASTE: Milk chocolate, vanilla cream, toffee flavors, chocolate chip cookies and butterscotch up front. Flavorful and lots of sweetness. Bold finish of vanilla cream, milk chocolate, toffee and butterscotch sweetness, cookies and vanilla icing. Flavorful and sweet. 

PALATE: Fuller body and lower carbonation. Creamy and silky on the palate, slick and smooth, enough weight, goes down fine and finishes slick and sticky. A touch of heat lingers. 

OVERALL: Good stuff. The sweetness and chocolate additions really work nice, and it has a big, silky feel to it as well. Lots of flavor and character to enjoy and drinks away far too quickly. This would probably barrel age really well. Well worth checking out if you’re a fan of the style and something I would gladly drink again. Thanks again, rutger!","Dec 23, 2018"
Imperial German Chocolate Cupcake Stout,,Illinois,4.55/5,Too sweet.,"Dec 22, 2018"
Imperial German Chocolate Cupcake Stout,,Minnesota,4.55/5,"Crazy though I may be, I actually prefer the non-barrel-aged bottle of Imperial German Chocolate Cupcake Stout over the barrel-aged bottle.

This bottle, though not barrel-aged, is plenty rich and sweet enough - the chocolate to the nose and taste is thick and very pleasant, without any tangible heat from the ABV. It's quite pleasant without being too much in any particular regard, though it is tremendously sweet. I actually turned down pours of several other beers after drinking this one... my palate and my teeth just needed a break. So much sugar.

The Angry Chair reputation is well-deserved. They're crafting some particularly devious diabetes beers down there.","Sep 26, 2018"
Imperial German Chocolate Cupcake Stout,,Washington,4.67/5,Very dark appearance with nice light brown head that dissipates slowly. Aroma is a very rich slightly sweet chocolate. Taste is a very smooth slightly sweet and rich chocolate.,"Sep 24, 2018"
Imperial German Chocolate Cupcake Stout,,Rhode Island,4.56/5,"Poured from a 750mL bottle into an angry chair pint glass. 

Pours a deep brown, nearly black opaque body with a dark brown smallish head that sticks around for a minute or so before reduces to a ring of retention. Spotty lacing. 

Aromas are the epitome of a pastry stout - straight chocolate cake with vanilla frosting, cocoa, Hershey's syrup, rich chocolate truffles. 

On the tongue it's pretty sweet with tons of vanilla and chocolate, cocoa, roasty chocolate malt, coffee cake, fudgy brownies topped with caramel drizzle. Rich, decadent mouthfeel, medium-low carbonation with a heavy body. 

Quite a delightful beer, this is the definition of a pastry stout. It's liquid cake. I've had the barrel aged version and while the barrel adds an extra dimension, and makes this beer that much better, this is quite a treat.","Sep 23, 2018"
Double Stack,,Colorado,4.21/5,"L: Pours a thick oily black with a small tan head that dissipates quickly and leaves no laci g on the glass.

S: Cinnamon pancakes drenched in maple syrup with a side of coffee.

T: Sweet syrup, mixes with chocolate and a slightly bitter coffee. Aroma is a little better than taste.


F: Smooth cola like body.

O: This definitely hits the pancakes and syrup taste.","Sep 09, 2023"
Double Stack,,Maryland,4.29/5,"4.29/5: The aroma and flavor both have a fantastic maple presence, yet the coffee and roasted malts do just enough to keep the sweetness in check","Aug 17, 2023"
Double Stack,,Illinois,4.5/5,"everything about this beer is great pours dark with big head(pour slowly) great maplely - malty smell., flavvor is outsstanding great malt maple taste - not strong slightly sweet","Jun 24, 2023"
Double Stack,,Michigan,4.25/5,"A - Pours pitch black with a thin tan head. Light soapy lacing.

S - Aroma is black coffee, roasted malts and maple. 

T - The taste is black coffee, vanilla, maple, dark chocolate and bitter roasted malts.

M - Medium body with medium carbonation. Soft crisp mouthfeel with a sticky dry finish.

O - Really solid. Less sweet than expected.","Jun 13, 2023"
Double Stack,,Michigan,4.4/5,"A Tavour Treat. Pours a dark brown color with a minimal head that disappears quickly. Aroma is maple syrup and roasted malts. Taste is sweet coffee, maple, vanilla and cinnamon. Smooth and creamy.","May 30, 2023"
Double Stack,,Ohio,4.27/5,"Look - Black with a great than head and great sticky lacing and rimming
Smell & Taste - Maple forward followed by chocolate and coffee with a rosted malt as well. 
Feel - full body creamy lighter carb
Overall - really taste like liquid panackes with maple syrup and some coffee","May 25, 2023"
Double Stack,,Pennsylvania,3.94/5,"Double Stack from Great Notion. 16 fl oz can from @snaotheus in NBW BIF 17. Reviewed 14/05/23 (Review 3101). Note that I use DD/MM/YY protocol.
Top rim of can stamped “STICKY STACKS 03.06.23”. Stored at 34 degrees at home. Served at 46.2 degrees F in a hand washed and dried Jester King snifter. The final temperature was 54.5 degrees F. 
Appearance – 4.25 
First pour – Amber Brown (SRM 18), clear.
Body – Black (SRM 40), opaque. Under direct light, same. When rear lite, opaque with light penetration at the edges – ruby.
Head: Average (Maximum 1.1 cm, aggressive center pour), tan, high density, quickly diminishing, reducing to a 0.2 cm crown constantly renewed by carbonation, and a thin partial cap. 
Lacing – Poor. Thin line of near-microscopic bubbles.
Aroma – 4.5 – When the tab is popped, instant aroma of coffee and maple syrup! Weak roasted malt, no hops, no yeast. No ethanol (11 % ABV as marked on the label). 
Flavor – 3.5 – Moderately bitter coffee with maple syrup flavor as backing. Bitterness enhanced by the char flavor. No malt, no yeast, no hops. No dimethylsulfide or diacetyl. Slight gastric warming. 
Palate – 4 – Medium; watery short of syrupy/creamy; soft carbonation.
Final impression and summation: 4 Without the char bitterness, I would have rated the flavor 4.5; for my taste buds, the char nearly ruined the maple/coffee combo. Otherwise, this is a very good coffee stout. And that “natural flavor and caramel color” screams “Unnecessary crap added”.","May 14, 2023"
Double Stack,,Massachusetts,4.4/5,"Canned 3/6/23. ""Sticky stacks"" stamped on the side of the can

It's finally time to try this classic from Great Notion thanks to Tavour. It's their most reviewed beer on BA and their only one to have entered the top 250. This should be their magnum opus. Will it be? Let's crack it open and find out

Pours a very dark brown with 2 fingers of creamy dark tan head that slowly fades to a ring and leaves minimal lacing

This is absolutely a maple bomb in the nose, but the coffee plays a nice supporting role as well. I'm picking up on aromas of maple syrup, milk chocolate, burnt caramel, medium roast coffee, vanilla, brown sugar, and straight up pancakes

It's surprisingly much more bitter in taste compared to the nose, not to say that it's super bitter but it has a nice bite. On the front end of the sip I'm tasting raw maple, dark roast coffee, charred malt, vanilla, cocoa powder, molasses, light raisin, and brown sugar. The swallow brings notes of maple syrup, dark roast coffee, cacao nibs, burnt caramel, charred malt, dark toast, and light molasses

A medium full body pairs with gentle tingling carbonation, resulting in a sweet beer with a bite. Finishes a tad sticky but nothing that hurts the drinkability

It's not reinventing the wheel of maple adjuncted Stouts, but it's damn good nonetheless","May 13, 2023"
Double Stack,,Oregon,4.7/5,"Very dark brown color. Aroma is very maple forward with a lot of vanilla, pastry, and coffee notes. Flavor is amazing, so sweet and so much going on— again with the coffee, vanilla, and maple… also toffee and caramel notes. Low bitterness. Very full body with some astringency. Holy crap, would get again, it’s so good! Taking lactase enzyme preemptively with this one because I am concerned.","May 09, 2023"
Double Stack,,Iowa,4.77/5,"On tap at The Brass Tap, Cedar Falls, IA. Served in a 5-ounce snifter. Pitch black in color, with a thin tan head. Absolutely huge aromas and flavors of maple syrup, dark roast coffee, pancakes, and char. Lots of roasty malt bitterness, without much attendant sweetness. Slightly boozy, with a syrupy mouthfeel. Notes of bitterness and char linger on the palate long after the finish. Overall, well crafted and highly recommended.","Apr 28, 2023"
Double Stack,,,4.71/5,"Aroma gives off a strong, alluring waft of maple and chocolatey malt. Taking a drink feels like getting a huge bite out of a big, fluffy, delicious Belgian waffle coated in maple syrup, followed by a roasty bite of coffee. Nothing I've ever had comes so close to the maple taste, every sip is a breakfast meal in one. Top tier!","Apr 26, 2023"
Double Stack,,California,4.19/5,"Can poured into a Mountain Rambler Brewery snifter

A: Pours basically black with a frothy tan brown head that settles to a thin layer and leaves some thin lacing.

S: Opening the can is like opening the door to a sugar shack as you're met with a wave of maple, followed by bold coffee, roasty malt, a little char, and faint smoke, light earthy notes, chocolate, vanilla, toffee, and slightly toasty biscuity bready pancake-y-ness.

T: Opens with a huge hit of maple syrup, followed by milk chocolate, vanilla, and a nice touch of coffee that leads into roasty malt, a little char, and a touch of smoke, with underlying mild earthy and slightly nutty notes, toffee, and toasty biscuity/bready malt very reminiscent indeed of a stack of pancakes.

M: Full body, somewhat mild carbonation, pretty smooth though somehow I would describe it as especially creamy, alcohol is rather well hidden giving just the slightest touch of warmth as it comes up to room temp.

O: I've had a couple cans of this sitting in the fridge for a few years now, just waiting for the right night to crack into my special liquid souvenirs from a great road trip. But as time passed and that night never came, I got on the lookout for a fresh can to purposely do the opposite with; to push to the front of the line as quickly as possible and try fresh. A lucky shipment of cans hit my area recently, so here we are, cracking into a can that's a little more than a month old. 

This beer probably has the strongest maple presence of any beer I've ever had, including CBS. To their credit, you definitely get the sensation of taking a big bite of pancakes dripping with syrup after just taking a sip of your morning mocha. Unfortunately, that kinda leads into its downfall. While it is true to their own description of having an ""extreme maple syrup flavor"", it can come off as ungodly sweet up front. Not gonna lie, I'm also a little weary of the label saying ""coffee, maple syrup, natural flavor, and caramel color"", potentially meaning there's some kinda maple or 'pancake extract' in there. This one is fun to try, but could really benefit from some balance; upping the coffee, backing the maple down a notch, maybe even both would help make it less of a novelty and more of an enjoyable sipper you go back to. Maybe some age will do the trick. I'll definitely update when that right night comes along and I get into my vintage cans. For now, I'd say it's a cool one to try as a short pour, but it can get overwhelming in greater volumes.","Apr 21, 2023"
Double Stack,,North Carolina,4.6/5,"A new beer into my top 5,maple,and chocolate decadence and smooth as all get out.I don't review much anymore but this is just too good to stay quiet about!","Apr 12, 2023"
Double Stack,,Ohio,4.75/5,04/06/23 can @ home,"Apr 06, 2023"
Double Stack,,California,4.33/5,"Poured at fridge temp. Pours a rich creamy black with a small amount of brown head. The nose is crazy. Maple syrup, vanilla, caramel, chocolate, marshmallows, slight coffee.

The taste is fantastic. Burnt toffee, marshmallow, maple syrup, chocolate, coffee grounds, and some nice dark fruit. 

Mouthfeel is thick and creamy. Aftertaste is charred wood and sweet toffee. Great stuff!","Mar 30, 2023"
Double Stack,,Washington,4.97/5,"Canned 3/6/23. “Sticky Stacks”

Look - dark brownish black. Can’t see through. Just a millimeter or two of ram head. 

Smell - upon popping the can, the maple punches you in the face. Get your nose in there and you can suck in the coffee aroma. 

Taste - maple up front m, then the coffee stout on the back end. Coffee keeps it from being too sweet. 

Feel - thick. 

Overall - The name says it all. GN sure has a knack of making their stouts taste like whatever treat they are going for. Snickers? Check. French toast? Check. In this case, pancakes and coffee. I wouldn’t substitute this for breakfast, but would consider it for dinner.","Mar 24, 2023"
Double Stack,,,4.52/5,"February 2023. Athens. Just a touch sweet but that is my only negative comment. Very flavorful smooth good color excellent head. About eight dollars. I can sew a little pricey, but very enjoyable would definitely buy it again.","Feb 26, 2023"
Double Stack,,Virginia,4.6/5,"Pours a dark cola-colored brew that forms a nice centimeter-deep khaki/tan head that dissipates at a moderate pace to leave behind a creamy retention on the surface, with minimal lacing. Aromas of maple syrup, chocolate, burnt sugar, coffee, roasted malts. A serious nostalgia for pancakes with the aromas from this beer. The taste follows the nose: maple syrup, chocolate, coffee in the finish (lending some bitterness) and a nice roasted malt profile. Full-bodied with a thick feel. Not too sweet, perfect balance of bitter and sweet. Great imperial stout if you're looking for a change of pace from the bourbon-barrel aged RIS route.","Feb 22, 2023"
Double Stack,,Illinois,3.36/5,"Had on draft 11/15/22 @ the Hopleaf. 

Black appearance. 

Small tan head; minimal lace. 

Maple syrup BOMB in the nose, with hints of medium roast coffee bean & chocolate syrup. 

Medium thick, sticky mouthfeel. 

Again, on the palate, a maple syrup BOMB, with hints of medium roast coffee bean & chocolate syrup. 

Way over the top and not very beer-like; if nothing has ever been to sweet to you, this may be up your alley.","Nov 16, 2022"
Double Stack,,Tennessee,4.28/5,On tap @Seattle Georgetown location.,"Aug 23, 2022"
Double Stack,,Massachusetts,4.4/5,"Pint can received from @snaotheus in Bif14

Brewers notes: Double Stack is our Imperial Breakfast Stout fermented with an irresponsible amount of maple syrup & aged on whole bean Sumatra from our friends at Clutch Coffee.

Pours a black motor oil ,one finger brown foam cap recedes to a ring 

Aroma is maple syrup, fresh roast coffee

Taste is fresh ground coffee, maple syrup , roasted malts 

Mouthfeel is lighter than I expected, hint of coffee acridness, bit of booze 

Good beer","Oct 31, 2021"
Double Stack,,Connecticut,5/5,"Pours a deep brown/black color with a thick tan colored head that sticks around and has some nice lacing down the glass. This beer smells like maple pancakes and a cup of coffee from a serious distance. Up close it's fresh maple, a great cup of coffee, and somehow the sweetness of pancakes. Taste is a smooth coffee, roasted malts, toasted pancake followed by sweet maple and finished off with a sweet coffee finish. Smooth, full feeling, perfect amount of carbonation. Incredible.","May 08, 2021"
Double Stack,,Texas,4.95/5,"Yummy! Coffee, maple syrup, abv is very well hidden.","Mar 27, 2021"
Double Stack,,Oregon,4.6/5,"16 oz can dated 01/06/2021
Oh Holy Father the aroma as i cracked this open!
Natural maple syrup, pancakes, honey and sweet coffee.
Wow.
And it aint a bad looker either. Black body and beautiful inch thick creamy tan head.
Taste not as sweet as one ( me) would expect but it has all the taste profile of a down home old style diner pancake feed.
Mouth feel is thick and silky. Not one to have multiples off.
Great beer for the style","Mar 21, 2021"
Double Stack,,California,4.54/5,"Smells like delicious pancakes. Tastes complex and intriguing, with hints of coffee and maple. Really smooth and creamy. If I changed anything, it would be more maple and less coffee, but then, I LOVE sweet stuff. Overall a great beer!","Mar 11, 2021"
Thicket,,Pennsylvania,4.24/5,"Blend #1, on tap at the cellar. Nice and tart. Just funky enough. Wine barrels did this well. Quite enjoyable. Would really like to contract with Blend #2 eventually.","Nov 07, 2022"
Thicket,,California,4.49/5,"This one is really thick (unlike that loser Robin). Yeah, this one is like pure and ripe like the day Bridgette Bardot was born. For reals, it’s just beautiful and it hits you well and good like Bruce Smith trying to make you fumble.

Hut! Hut! Hike!","Jan 17, 2021"
Thicket,,Connecticut,3.56/5,"Blend No. 2 (2018 release); consumed on 1/14/21

Pours a deep, jet-purple body with an airy half-finger of extra-pale mauve head, retreating quickly to a few paper-thin, spotty islands of cap, a sizeable, bubbly collar, and virtually no lacing beyond an occasional splotching isolated at various points around the glass.

Aroma shows fresh blackberry pits engaging with an increasingly rounded lactic funk, sharpwning over time while simultaneously embracing jammy blackberry and a deepening sweetness as the beer warms; old leather and wet stone peak over the middle into fresher oak and some grape-like tannins to close.

Taste ooens with suggestions of blackberry quijcly overtaken by lactic funk and a splintery oak profile; hints of dried peppercorn pair with a sturdy tannic structure into a mid-palate of barnyard funk and lemon zest, while tones of blackberry pits, lactic funk, and a brief burst of red berries mark the finish.

Mouthfeel brings a medium-light body with a fine, moderate-mild carbonation; a huge acidity is sharp and biting over the mid-palate, acetic and puckering though crisp into back end; a brief juiciness dries steadily with slight tannic textures on the finish.

Increasingly palatable as it warms, an overwhelming acidity remains dominant, relegating the blackberry to an underdeveloped background while largely glossing over the nuance of the funk; this wild ale is clearly designed competently and shows sporadic sparks of genuine depth, but a relentless imbalance ultimately takes away from the overall product.","Jan 14, 2021"
Thicket,,Maine,4.03/5,"Batch 2 - 375ml bottle - poured into a zin stem at 45°F.

Pours a deep blackberry purple - foggy anf crimson when held to the light, with a lasting sudsy pinkish collar. The occasional rising bubble can be seen. Not as saturated, but quite similar to a merlot in appearance. 

Nose: Really wonderful blackberry presence here. That classic, instantly recognisable Side Project grist and culture character forms a simple foundation, with some toasty grain, bright acidity, and white oak, with subtle threads of hay, wheat, dusty leather, stone, petrichor, wet leaves, and lemon. The fruit is fresh, vibrant, and seedy, with an underlying jammy element. Reserved, but elegant. 

Palate: Thicket greets the palate with a sharp zing of acidity, with a ton of lacto-driven lemon juice pucker, and a bit of acetic bite following. Like many fruited Side Project wilds, there's an underlying sweetness that seems like it's from both the malt as well as some fructose. The sweetness tuns parallel to, but beneath the sourness, taming it a bit. The blackberry character is unmistakable, buy leans towards the dry, seedy, unripe, tart end of the spectrum, rather than juicy or saturated. The acidity is aggressive, and thankfully, burns fast and bright, settling down quickly, and revealing some grains and a bit of oak. Some ripe berry pokes through, along with some wine-soaked oak, finishing quick, clean, and dry. 

Mouthfeel/Body: Thicket is medium-light in body, wispy, fluid, and crisp. Puckering acidity up front causes some mouthwatering. Effervescence is fine, lively, amd sparkly. The finish is dry, with some very subtle oak tannins. 

Overall: This is one of those wild ales that could have been stellar if it wasn't so acidic. The reviews are polarising - some saying it's jammy, others, that it's crazy sour. As it warms, some ripe berry sweetness does begin to emerge, which helps a lot, and it does become enjoyable, but the aggressive acidity holds it back and stifles the complexity. It's certainly fruit-forward, and very much Side Project, but it isn't the most balanced or complex offering. This one is good, but not amazing.","Jan 14, 2021"
Thicket,,Massachusetts,4.34/5,FFBL draft. Holy sour blackberries! This is what a sour is. I enjoy the thick and gloopy fruited stuff but this is a real sour. Tons of lacto on the nose and in the flavor. Nice blackberry flavor with a lot of sour. Puckering! Great fruited sour here.,"Sep 10, 2020"
Thicket,,Maryland,4.48/5,Blend#2 on tap at SP STL pub,"Jul 22, 2020"
Thicket,,New York,4.5/5,Super sour with nice berry flavors coming through.,"Apr 14, 2020"
Thicket,,Ohio,4.14/5,"Dark maroon to purple with a short mauve head that loudly fizzles out to nothing quickly.

Taste is super juicy blackberry, to the point of gummies, while dark oak and tannins come in mid-palate, capping off with only the faintest hint of nutty funk in the exhale.

Thicket is really puckering and tingly, yet somehow not painfully acidic at all. A playful effervescence runs thru the medium body coming to a just semi-dry finish. 

Blend #2","Mar 31, 2020"
Thicket,,Missouri,4.42/5,"Amber hued with purple highlights. There’s a fingernail of white tinged with purple around the rim and covering half of the top. The aroma is of tart brettanomyces and blackberries. I’m tasting plenty of blackberries and brettanomyces, which seems to blend fantastically. The mouth is moderately carbonated and dry.","Mar 07, 2020"
Thicket,,Colorado,4.51/5,"blend 2, magic! the best of the side project little bottles ive had in years i think, its not as sour as so many of them have started to become, maybe its because its fresher, but the base beer is old anyway, so im not really sure. more likely its just balanced out by all this fruit, just an absolute load of the blackberries, this is fruit heavy as they get, and all the berries seem necessary to balance a rather intense and complex base beer, this is really good, worth the hype, although maybe just a little raw and unrefined in the bottle. its a deeply stained blackberry color, but has a lot of haze and murkiness to it, some particulate in there as well, looks almost like fruit skins, cant complain about authenticity, but the beer doesnt quite sparkle, even though its bubbly enough and holds its airy white head rather well. aroma is blackberry and blackberry jam, couldnt be more obvious, and there is nice tang and funk here too, lots of oak, red wine, light fruit vinegar, and raw wheat, really impressive and interesting, and the boldness of the blackberry is as intense as ive ever known it in beer! my mouth waters like mad to taste it. the berries are as prominent in the taste, crazy maturity, woodiness, and juiciness as well, even the less enthusiastic beer drinkers around our table are impressed with this. the fruit and the sour are great together, the complexity is enormous, and the fruit is sun ripened and real as can be here. not all that acidic, i could easily drink the whole bottle myself, which isnt always true of their beers, and the bretty part seems well developed too. great carbonation on this and some solid blackberry linger. one of the best ive had with this fruit, truly wonderful beer!","Jan 03, 2020"
Thicket,,Tennessee,4.47/5,"Poured into a tulip glass. A clear ruby red color with a fleeting pinkish head. Scant wispy laces in the glass. Aroma had rich oak barrel, vanilla, blackberries, cherries, currants, and funk. Fairly tart on the first sip and with the bright fruity notes above. Lemony on the finish. Complex and all the elements shined. Delicious.","Nov 09, 2019"
Thicket,,Virginia,4.2/5,"Blend #2. 2019 release.

A: Pours a deep burgundy, nice clarity and effervescence, with a cap of fizzy purplish-pink head that dissipates rapidly leaving a still surface. No lacing.

S: Blackberry, grape juice, and light oak effortlessly meld with a medium-light barnyard funk. 

T: A bracing, medium-high, Warhead-like sourness that (fortunately) tapers off quickly. Blackberry juice, medium-light sweetness, and mild funk round out the palate. 

M: Fizzy, light body with medium-high, crackly carbonation.

O: Great fruit character. The acid is a bit higher than ideal on the palate, though I wouldn’t say it crosses the line into “too sour”.","Jul 13, 2019"
Thicket,,North Carolina,5/5,"Had at a beer share with 2 good friends a few months ago. We had been trying to acquire this for a long time, we finally tracked it down and it was worth the wait!","Jun 20, 2019"
Thicket,,Washington,4.34/5,"Pours a beatufil purple with minimal lacing. Smell is of sour blackberry - sour coming from lacto, I am assuming. The blackberry is so strong. Taste follows the nose, strong sour blackberry flavor with a decently sharp acidity. Feel is super bubbly/effervescent. Very clean on the pallet. Overall, it is probably the best blackberry sour I have had, but falls well short of smooth and fuzzy","May 14, 2019"
